Timestamp,Power_Output(kW),Irradiance(W/m2),Temperature(C),Humidity(%),Dust_Level(%),Voltage(V),Current(A),Efficiency(%),Maintenance_Status,Maintenance_Description
2020-01-12 18:00:00,8.72,50.94,33.09,43.95,77.39,224.09,0.04,17.12,Warning,Check shading
2020-01-13 06:00:00,0.0,0.0,36.62,21.51,57.3,209.35,0.0,0.0,Required,Clean panels
2020-01-13 09:00:00,147.77,746.08,38.03,61.66,55.17,202.64,0.73,19.81,Warning,Inspect inverter
2020-01-13 12:00:00,268.25,1115.63,20.82,39.2,38.14,234.26,1.15,24.04,Not Required,Normal operation
2020-01-13 15:00:00,177.47,1000.12,29.63,47.09,23.55,207.73,0.85,17.74,Not Required,Normal operation
2020-01-13 18:00:00,5.31,25.81,35.86,32.62,63.57,249.19,0.02,20.57,Warning,Check shading
2020-01-14 06:00:00,0.0,0.0,28.05,61.55,30.7,245.63,0.0,0.0,Required,Check wiring
2020-01-14 09:00:00,75.23,446.19,28.16,65.04,37.31,239.35,0.31,16.86,Not Required,Normal operation
2020-01-14 12:00:00,360.7,1744.7,31.86,55.15,86.09,212.27,1.7,20.67,Required,Clean panels
2020-01-14 15:00:00,205.45,1189.71,32.04,61.15,86.98,232.56,0.88,17.27,Required,Clean panels
2020-01-14 18:00:00,0.0,0.0,34.5,28.13,54.41,213.47,0.0,0.0,Required,Clean panels
2020-01-15 06:00:00,0.0,0.0,23.98,42.76,96.05,229.07,0.0,0.0,Required,Cooling system check
2020-01-15 09:00:00,53.84,220.33,22.12,51.45,40.35,218.98,0.25,24.44,Not Required,Normal operation
2020-01-15 12:00:00,234.03,1152.1,30.4,71.87,2.8,219.93,1.06,20.31,Not Required,Normal operation
2020-01-15 15:00:00,180.38,856.4,36.47,71.46,18.67,242.75,0.74,21.06,Not Required,Normal operation
2020-01-15 18:00:00,0.0,0.0,27.95,27.26,52.16,214.36,0.0,0.0,Required,Cooling system check
2020-01-16 06:00:00,3.84,17.38,30.56,40.5,56.71,245.7,0.02,22.09,Not Required,Normal operation
2020-01-16 09:00:00,143.61,621.85,39.14,77.22,49.22,243.61,0.59,23.09,Warning,Inspect inverter
2020-01-16 12:00:00,440.35,2146.94,35.95,48.05,99.86,214.37,2.05,20.51,Required,Clean panels
2020-01-16 15:00:00,148.97,892.64,37.3,66.84,59.91,211.79,0.7,16.69,Not Required,Normal operation
2020-01-16 18:00:00,2.62,13.34,41.11,74.0,38.61,236.52,0.01,19.64,Warning,Minor cleaning suggested
2020-01-17 06:00:00,3.51,19.71,35.89,23.5,92.1,224.77,0.02,17.81,Required,Clean panels
2020-01-17 09:00:00,94.22,398.77,30.7,70.48,59.5,226.62,0.42,23.63,Not Required,Normal operation
2020-01-17 12:00:00,441.53,2335.53,37.25,23.88,25.83,247.92,1.78,18.9,Not Required,Normal operation
2020-01-17 15:00:00,147.2,715.82,30.01,69.21,12.86,204.17,0.72,20.56,Not Required,Normal operation
2020-01-17 18:00:00,4.59,26.91,34.25,52.45,49.16,218.94,0.02,17.06,Not Required,Normal operation
2020-01-18 06:00:00,0.0,0.0,24.93,42.46,76.03,206.01,0.0,0.0,Required,Cooling system check
2020-01-18 09:00:00,126.51,595.84,39.98,37.79,53.28,219.53,0.58,21.23,Warning,Check shading
2020-01-18 12:00:00,271.76,1462.38,26.61,41.68,4.05,211.63,1.28,18.58,Not Required,Normal operation
2020-01-18 15:00:00,132.99,674.52,25.87,63.37,76.93,218.83,0.61,19.72,Warning,Minor cleaning suggested
2020-01-18 18:00:00,0.0,0.0,38.32,68.07,40.46,223.74,0.0,0.0,Required,Cooling system check
2020-01-19 06:00:00,9.85,51.55,36.09,46.27,65.41,209.63,0.05,19.11,Warning,Inspect inverter
2020-01-19 09:00:00,102.12,504.67,40.42,20.23,18.38,222.64,0.46,20.24,Warning,Inspect inverter
2020-01-19 12:00:00,468.01,2613.44,21.46,48.7,47.14,227.16,2.06,17.91,Not Required,Normal operation
2020-01-19 15:00:00,175.78,765.73,21.96,50.99,34.7,219.24,0.8,22.96,Not Required,Normal operation
2020-01-19 18:00:00,3.77,16.38,42.07,60.48,32.08,221.99,0.02,23.02,Required,Cooling system check
2020-01-20 06:00:00,3.77,17.25,34.15,35.67,59.85,244.92,0.02,21.86,Not Required,Normal operation
2020-01-20 09:00:00,140.79,721.2,25.3,77.85,43.76,239.35,0.59,19.52,Not Required,Normal operation
2020-01-20 12:00:00,367.47,1748.77,29.14,53.08,79.93,245.9,1.49,21.01,Warning,Inspect inverter
2020-01-20 15:00:00,229.63,1316.65,36.71,31.2,25.2,214.97,1.07,17.44,Not Required,Normal operation
2020-01-20 18:00:00,0.0,0.0,41.65,74.99,21.9,234.31,0.0,0.0,Required,Cooling system check
2020-01-21 06:00:00,8.5,38.19,21.01,75.84,0.3,206.01,0.04,22.26,Not Required,Normal operation
2020-01-21 09:00:00,123.85,511.1,27.62,28.26,95.96,204.51,0.61,24.23,Required,Check wiring
2020-01-21 12:00:00,412.75,2323.11,26.06,71.56,91.25,205.58,2.01,17.77,Required,Cooling system check
2020-01-21 15:00:00,189.6,884.65,22.39,75.0,88.64,232.81,0.81,21.43,Required,Clean panels
2020-01-21 18:00:00,5.95,26.52,24.83,65.44,85.31,208.63,0.03,22.44,Required,Check wiring
2020-01-22 06:00:00,0.0,0.0,26.65,63.58,97.98,216.3,0.0,0.0,Required,Check wiring
2020-01-22 09:00:00,68.7,403.24,42.42,76.96,9.19,208.11,0.33,17.04,Required,Clean panels
2020-01-22 12:00:00,284.34,1449.63,24.97,28.09,69.4,201.59,1.41,19.61,Warning,Minor cleaning suggested
2020-01-22 15:00:00,110.3,545.95,41.54,23.14,43.97,212.5,0.52,20.2,Warning,Minor cleaning suggested
2020-01-22 18:00:00,0.0,0.0,30.38,68.09,73.6,213.53,0.0,0.0,Required,Check wiring
2020-01-23 06:00:00,0.0,0.0,34.17,50.72,6.84,206.03,0.0,0.0,Required,Cooling system check
2020-01-23 09:00:00,109.19,595.59,23.4,73.04,57.05,219.59,0.5,18.33,Not Required,Normal operation
2020-01-23 12:00:00,342.34,1434.73,32.1,25.32,4.69,223.92,1.53,23.86,Not Required,Normal operation
2020-01-23 15:00:00,216.68,1175.55,36.22,58.69,62.93,225.09,0.96,18.43,Warning,Minor cleaning suggested
2020-01-23 18:00:00,0.0,0.0,33.31,63.89,5.02,221.99,0.0,0.0,Required,Check wiring
2020-01-24 06:00:00,4.88,23.86,44.37,37.82,58.72,216.64,0.02,20.45,Required,Cooling system check
2020-01-24 09:00:00,104.47,504.13,29.18,76.87,24.36,207.85,0.5,20.72,Not Required,Normal operation
2020-01-24 12:00:00,293.79,1424.3,33.45,57.8,30.11,249.67,1.18,20.63,Not Required,Normal operation
2020-01-24 15:00:00,218.59,1223.94,32.33,41.23,99.17,239.38,0.91,17.86,Required,Clean panels
2020-01-24 18:00:00,0.0,0.0,20.9,73.45,85.25,201.89,0.0,0.0,Required,Clean panels
2020-01-25 06:00:00,0.0,0.0,33.15,42.7,77.34,203.72,0.0,0.0,Required,Clean panels
2020-01-25 09:00:00,122.25,520.78,38.88,32.91,28.03,218.14,0.56,23.47,Warning,Check shading
2020-01-25 12:00:00,220.9,1061.85,43.75,36.53,61.55,238.89,0.92,20.8,Required,Clean panels
2020-01-25 15:00:00,111.0,584.35,23.76,45.36,88.0,209.32,0.53,19.0,Required,Cooling system check
2020-01-25 18:00:00,4.29,20.58,24.08,78.17,4.89,227.31,0.02,20.85,Not Required,Normal operation
2020-01-26 06:00:00,2.33,11.38,41.63,55.85,2.06,236.87,0.01,20.47,Warning,Inspect inverter
2020-01-26 09:00:00,110.78,663.35,30.58,63.91,24.24,221.87,0.5,16.7,Not Required,Normal operation
2020-01-26 12:00:00,463.92,2422.97,21.21,79.4,40.45,220.66,2.1,19.15,Not Required,Normal operation
2020-01-26 15:00:00,119.19,601.95,35.0,25.86,62.17,224.54,0.53,19.8,Warning,Minor cleaning suggested
2020-01-26 18:00:00,0.0,0.0,31.89,71.89,31.03,221.75,0.0,0.0,Required,Clean panels
2020-01-27 06:00:00,4.67,22.89,23.13,37.37,43.35,234.83,0.02,20.4,Not Required,Normal operation
2020-01-27 09:00:00,90.26,468.11,24.61,46.91,68.38,204.88,0.44,19.28,Warning,Inspect inverter
2020-01-27 12:00:00,236.55,1258.33,27.99,41.19,74.51,213.25,1.11,18.8,Warning,Check shading
2020-01-27 15:00:00,222.81,1219.41,38.59,54.35,73.96,225.84,0.99,18.27,Warning,Inspect inverter
2020-01-27 18:00:00,1.64,8.71,33.17,30.97,63.29,243.29,0.01,18.83,Warning,Inspect inverter
2020-01-28 06:00:00,0.0,0.0,44.45,30.38,55.59,216.24,0.0,0.0,Required,Cooling system check
2020-01-28 09:00:00,22.79,100.82,39.69,41.97,68.23,247.59,0.09,22.6,Warning,Minor cleaning suggested
2020-01-28 12:00:00,408.09,1658.34,36.31,49.57,20.99,220.9,1.85,24.61,Not Required,Normal operation
2020-01-28 15:00:00,148.54,708.94,26.68,74.55,38.75,203.87,0.73,20.95,Not Required,Normal operation
2020-01-28 18:00:00,0.0,0.0,29.16,68.14,63.18,202.16,0.0,0.0,Required,Check wiring
2020-01-29 06:00:00,0.0,0.0,31.82,62.56,3.57,230.14,0.0,0.0,Required,Check wiring
2020-01-29 09:00:00,45.51,206.72,40.42,61.48,74.96,225.24,0.2,22.02,Warning,Minor cleaning suggested
2020-01-29 12:00:00,373.95,1796.72,35.1,77.85,36.95,209.46,1.79,20.81,Not Required,Normal operation
2020-01-29 15:00:00,152.57,905.54,25.68,78.24,41.86,217.94,0.7,16.85,Not Required,Normal operation
2020-01-29 18:00:00,1.36,5.94,43.1,49.88,50.88,219.15,0.01,22.9,Required,Cooling system check
2020-01-30 06:00:00,0.0,0.0,37.86,45.53,11.14,208.15,0.0,0.0,Required,Check wiring
2020-01-30 09:00:00,74.17,335.14,31.52,67.53,3.85,207.47,0.36,22.13,Not Required,Normal operation
2020-01-30 12:00:00,457.37,2671.41,26.57,48.84,64.43,236.01,1.94,17.12,Warning,Inspect inverter
2020-01-30 15:00:00,185.69,1073.36,21.48,76.2,61.34,214.82,0.86,17.3,Warning,Check shading
2020-01-30 18:00:00,7.08,39.8,28.05,25.87,95.1,246.19,0.03,17.79,Required,Clean panels
2020-01-31 06:00:00,0.07,0.31,40.74,59.15,23.55,239.08,0.0,22.58,Warning,Minor cleaning suggested
2020-01-31 09:00:00,80.94,369.87,37.6,28.65,50.99,233.37,0.35,21.88,Not Required,Normal operation
2020-01-31 12:00:00,245.13,1131.83,35.07,20.81,6.36,232.37,1.05,21.66,Not Required,Normal operation
2020-01-31 15:00:00,127.54,669.36,36.11,53.25,46.24,203.08,0.63,19.05,Not Required,Normal operation
2020-01-31 18:00:00,4.58,19.23,29.33,38.92,37.05,232.35,0.02,23.82,Not Required,Normal operation
2020-02-01 06:00:00,8.28,49.11,33.53,23.99,92.33,200.67,0.04,16.86,Required,Clean panels
2020-02-01 09:00:00,151.56,725.7,35.14,61.53,84.04,215.6,0.7,20.88,Required,Clean panels
2020-02-01 12:00:00,353.71,1903.55,34.75,79.61,53.84,218.47,1.62,18.58,Not Required,Normal operation
2020-02-01 15:00:00,177.07,743.33,44.41,38.26,80.72,236.61,0.75,23.82,Required,Cooling system check
2020-02-01 18:00:00,0.06,0.26,29.55,46.92,33.29,245.87,0.0,23.08,Not Required,Normal operation
2020-02-02 06:00:00,2.89,14.91,24.31,41.25,75.75,242.21,0.01,19.38,Warning,Inspect inverter
2020-02-02 09:00:00,89.15,515.78,36.17,57.31,63.19,228.64,0.39,17.28,Warning,Inspect inverter
2020-02-02 12:00:00,408.97,2300.54,25.96,63.75,62.04,210.38,1.94,17.78,Warning,Minor cleaning suggested
2020-02-02 15:00:00,131.67,611.02,40.28,53.29,85.75,207.96,0.63,21.55,Required,Cooling system check
2020-02-02 18:00:00,1.98,10.81,31.08,49.01,94.36,226.89,0.01,18.32,Required,Clean panels
2020-02-03 06:00:00,0.0,0.0,26.67,60.3,62.18,224.49,0.0,0.0,Required,Check wiring
2020-02-03 09:00:00,21.88,98.46,31.76,27.67,72.57,230.56,0.09,22.22,Warning,Minor cleaning suggested
2020-02-03 12:00:00,436.94,2212.39,32.59,25.09,63.22,217.67,2.01,19.75,Warning,Check shading
2020-02-03 15:00:00,226.35,1243.15,34.95,58.23,72.01,201.29,1.12,18.21,Warning,Minor cleaning suggested
2020-02-03 18:00:00,0.0,0.0,40.76,65.73,26.82,228.31,0.0,0.0,Required,Check wiring
2020-02-04 06:00:00,8.05,37.81,40.79,75.93,19.04,240.94,0.03,21.29,Warning,Check shading
2020-02-04 09:00:00,108.1,587.75,44.69,20.7,90.99,211.94,0.51,18.39,Required,Check wiring
2020-02-04 12:00:00,278.53,1384.63,36.84,54.59,17.64,242.48,1.15,20.12,Not Required,Normal operation
2020-02-04 15:00:00,194.57,948.51,41.65,72.52,78.77,212.16,0.92,20.51,Warning,Inspect inverter
2020-02-04 18:00:00,4.76,20.06,20.69,47.89,61.08,243.21,0.02,23.73,Warning,Minor cleaning suggested
2020-02-05 06:00:00,0.0,0.0,35.26,42.21,28.54,216.55,0.0,0.0,Required,Cooling system check
2020-02-05 09:00:00,112.46,513.03,31.01,36.16,92.38,216.63,0.52,21.92,Required,Check wiring
2020-02-05 12:00:00,438.62,2267.07,40.69,41.62,7.74,208.68,2.1,19.35,Warning,Check shading
2020-02-05 15:00:00,138.25,814.34,24.25,21.43,85.76,218.94,0.63,16.98,Required,Clean panels
2020-02-05 18:00:00,1.79,8.49,28.62,68.44,80.57,221.29,0.01,21.08,Required,Check wiring
2020-02-06 06:00:00,0.0,0.0,41.63,74.9,96.46,207.29,0.0,0.0,Required,Check wiring
2020-02-06 09:00:00,127.56,744.94,27.76,61.53,14.6,228.93,0.56,17.12,Not Required,Normal operation
2020-02-06 12:00:00,354.4,1735.07,24.37,32.7,39.52,214.93,1.65,20.43,Not Required,Normal operation
2020-02-06 15:00:00,204.47,917.46,29.34,76.21,83.28,215.9,0.95,22.29,Required,Clean panels
2020-02-06 18:00:00,0.0,0.0,32.94,46.39,49.11,245.82,0.0,0.0,Required,Check wiring
2020-02-07 06:00:00,8.71,45.54,28.74,55.59,10.94,222.33,0.04,19.13,Not Required,Normal operation
2020-02-07 09:00:00,37.5,209.11,31.13,38.77,39.54,218.34,0.17,17.93,Not Required,Normal operation
2020-02-07 12:00:00,218.17,1141.13,24.94,61.08,83.13,210.65,1.04,19.12,Required,Clean panels
2020-02-07 15:00:00,110.69,602.0,39.56,29.29,57.07,237.8,0.47,18.39,Warning,Inspect inverter
2020-02-07 18:00:00,0.0,0.0,44.31,66.49,10.87,242.33,0.0,0.0,Required,Clean panels
2020-02-08 06:00:00,0.0,0.0,43.43,25.03,59.42,244.18,0.0,0.0,Required,Check wiring
2020-02-08 09:00:00,84.16,457.6,39.72,61.57,50.93,245.0,0.34,18.39,Warning,Inspect inverter
2020-02-08 12:00:00,256.58,1440.81,35.43,76.0,92.25,208.65,1.23,17.81,Required,Cooling system check
2020-02-08 15:00:00,159.93,644.81,34.15,63.21,2.28,237.21,0.67,24.8,Not Required,Normal operation
2020-02-08 18:00:00,0.0,0.0,35.05,65.31,21.96,238.99,0.0,0.0,Required,Clean panels
2020-02-09 06:00:00,0.0,0.0,26.04,75.91,82.4,239.81,0.0,0.0,Required,Clean panels
2020-02-09 09:00:00,78.71,445.98,33.36,59.76,70.18,238.34,0.33,17.65,Warning,Inspect inverter
2020-02-09 12:00:00,476.89,1928.88,38.92,29.06,82.37,217.28,2.19,24.72,Required,Cooling system check
2020-02-09 15:00:00,240.11,1074.15,29.47,67.88,87.12,227.92,1.05,22.35,Required,Check wiring
2020-02-09 18:00:00,0.0,0.0,38.53,74.44,3.74,248.27,0.0,0.0,Required,Clean panels
2020-02-10 06:00:00,0.0,0.0,23.38,67.65,34.87,245.52,0.0,0.0,Required,Check wiring
2020-02-10 09:00:00,136.25,710.66,33.86,61.63,19.67,228.24,0.6,19.17,Not Required,Normal operation
2020-02-10 12:00:00,293.57,1319.75,34.75,68.04,34.57,245.6,1.2,22.24,Not Required,Normal operation
2020-02-10 15:00:00,154.27,618.11,24.2,55.2,17.81,242.63,0.64,24.96,Not Required,Normal operation
2020-02-10 18:00:00,0.0,0.0,39.41,34.79,67.73,249.34,0.0,0.0,Required,Check wiring
2020-02-11 06:00:00,0.0,0.0,29.51,78.09,15.19,220.27,0.0,0.0,Required,Clean panels
2020-02-11 09:00:00,62.7,340.1,43.79,36.34,85.49,219.28,0.29,18.44,Required,Check wiring
2020-02-11 12:00:00,354.95,1690.55,30.26,32.44,92.89,235.39,1.51,21.0,Required,Cooling system check
2020-02-11 15:00:00,189.61,960.42,31.11,59.27,97.28,216.05,0.88,19.74,Required,Cooling system check
2020-02-11 18:00:00,0.27,1.12,35.65,24.83,82.59,210.86,0.0,24.11,Required,Cooling system check
2020-02-12 06:00:00,0.0,0.0,34.77,37.72,58.17,201.02,0.0,0.0,Required,Cooling system check
2020-02-12 09:00:00,70.75,403.64,40.51,29.52,29.29,220.79,0.32,17.53,Warning,Inspect inverter
2020-02-12 12:00:00,289.86,1592.67,24.37,60.62,69.61,215.59,1.34,18.2,Warning,Minor cleaning suggested
2020-02-12 15:00:00,181.09,967.98,34.77,72.85,71.46,241.8,0.75,18.71,Warning,Inspect inverter
2020-02-12 18:00:00,3.7,17.34,20.31,72.24,51.49,223.45,0.02,21.34,Not Required,Normal operation
2020-02-13 06:00:00,0.0,0.0,30.02,27.78,38.56,205.7,0.0,0.0,Required,Clean panels
2020-02-13 09:00:00,134.38,716.27,25.1,24.06,27.12,209.65,0.64,18.76,Not Required,Normal operation
2020-02-13 12:00:00,482.67,2158.17,36.4,68.89,62.21,249.31,1.94,22.36,Warning,Inspect inverter
2020-02-13 15:00:00,185.98,911.79,37.29,72.36,48.15,224.66,0.83,20.4,Not Required,Normal operation
2020-02-13 18:00:00,1.47,7.11,35.08,57.18,5.39,203.58,0.01,20.68,Not Required,Normal operation
2020-02-14 06:00:00,0.0,0.0,29.25,27.27,50.96,230.41,0.0,0.0,Required,Cooling system check
2020-02-14 09:00:00,119.39,611.93,20.83,63.92,76.35,205.83,0.58,19.51,Warning,Minor cleaning suggested
2020-02-14 12:00:00,293.34,1602.03,32.89,61.71,8.76,204.01,1.44,18.31,Not Required,Normal operation
2020-02-14 15:00:00,214.04,1232.67,22.89,52.28,57.43,231.81,0.92,17.36,Not Required,Normal operation
2020-02-14 18:00:00,4.99,26.24,30.55,65.63,38.62,212.74,0.02,19.02,Not Required,Normal operation
2020-02-15 06:00:00,0.0,0.0,25.15,78.76,63.82,225.26,0.0,0.0,Required,Clean panels
2020-02-15 09:00:00,25.25,112.97,25.21,78.92,35.52,216.27,0.12,22.35,Not Required,Normal operation
2020-02-15 12:00:00,345.87,1755.06,33.78,34.59,28.21,204.54,1.69,19.71,Not Required,Normal operation
2020-02-15 15:00:00,171.76,903.2,25.52,42.2,29.17,249.35,0.69,19.02,Not Required,Normal operation
2020-02-15 18:00:00,0.0,0.0,30.73,64.47,22.85,207.15,0.0,0.0,Required,Clean panels
2020-02-16 06:00:00,7.39,30.89,44.81,68.2,65.47,236.81,0.03,23.92,Required,Cooling system check
2020-02-16 09:00:00,60.86,258.47,29.22,52.43,11.74,234.85,0.26,23.55,Not Required,Normal operation
2020-02-16 12:00:00,481.82,2204.75,36.78,44.36,14.84,239.31,2.01,21.85,Not Required,Normal operation
2020-02-16 15:00:00,237.17,1107.98,42.47,41.02,23.51,212.52,1.12,21.41,Required,Check wiring
2020-02-16 18:00:00,0.0,0.0,26.02,64.26,72.85,223.76,0.0,0.0,Required,Cooling system check
2020-02-17 06:00:00,3.86,16.96,25.35,22.44,93.33,234.53,0.02,22.76,Required,Cooling system check
2020-02-17 09:00:00,137.92,783.3,32.71,26.47,9.74,217.47,0.63,17.61,Not Required,Normal operation
2020-02-17 12:00:00,284.71,1571.26,42.9,30.62,3.26,217.26,1.31,18.12,Required,Cooling system check
2020-02-17 15:00:00,136.07,725.67,31.1,53.04,4.98,239.74,0.57,18.75,Not Required,Normal operation
2020-02-17 18:00:00,0.0,0.0,26.92,33.61,19.14,215.36,0.0,0.0,Required,Clean panels
2020-02-18 06:00:00,4.72,21.14,32.24,26.37,96.67,227.38,0.02,22.33,Required,Clean panels
2020-02-18 09:00:00,122.75,723.84,43.87,61.85,70.77,245.09,0.5,16.96,Required,Check wiring
2020-02-18 12:00:00,334.47,1463.58,25.85,43.61,18.12,239.67,1.4,22.85,Not Required,Normal operation
2020-02-18 15:00:00,208.6,1038.42,42.95,33.15,29.41,231.26,0.9,20.09,Required,Cooling system check
2020-02-18 18:00:00,4.63,20.85,27.37,75.57,89.81,246.8,0.02,22.21,Required,Check wiring
2020-02-19 06:00:00,0.0,0.0,23.22,30.5,84.3,207.06,0.0,0.0,Required,Cooling system check
2020-02-19 09:00:00,46.23,220.44,29.2,55.2,3.87,206.8,0.22,20.97,Not Required,Normal operation
